	category	subcategory	code	name	url	description	unit_price
1032	HMI	Capacitive	MIKROE-2965	Touch Key 4 click	https://www.mikroe.com/touch-key-4-click	Touch Key 4 click is a capacitive touch sensing Click board™, with the advanced touch/proximity sensor IC. It has three independently configurable channels and can work in several operating modes, including multiple button pattern detection mode, combo mode, press and hold detection mode, power button mode, and more. Capacitive touch sensor inputs are...	15.00
1033	HMI	Capacitive	MIKROE-2964	Cap Touch 2 click	https://www.mikroe.com/cap-touch-2-click	Cap Touch 2 click is a capacitive touch sensing Click board™ which features the CAP1166, an advanced touch/proximity sensor IC, packed with a range of different touch/proximity functionalities, allowing development of robust and aesthetically pleasing touch interfaces. Besides six touch sensitive channels, the sensor IC has six independent LED drivers,...	15.00
1034	HMI	Capacitive	MIKROE-3327	Button PLAY Click	https://www.mikroe.com/button-play-click	Button PLAY click is a very interesting interactive gadget on a Click board™. It is an integrated capacitive touch sensor display in the form of a button. By utilizing an advanced capacitive touch sensing technology, the CTHS15CIC05ARROW sensor can successfully replace the traditional mechanical button, allowing very simplified yet reliable user...	21.00
1035	HMI	Capacitive	MIKROE-3414	SAML Touch Click	https://www.mikroe.com/saml-touch-click	SAML Touch Click is a Click board™ equipped with two capacitive touch pads and one capacitive slider. There are also LED indicators, which are used to indicate touch evens for each of the available touch components: two LEDs (one for each touchpad), and one six-segment bargraph, used to indicate touch position across the slider. SAML click is based on the...	15.00
1036	HMI	Capacitive	MIKROE-3205	ProxFusion 2 Click	https://www.mikroe.com/proxfusion-2-click	ProxFusion®  2 Click is an ambient lighting, capacitive, Hall-effect, and inductive sensing Click board™ which features a single multifunctional sensor IC. The IQS621 IC from ProxFusion® sensor series offers several ProxSense® engine capabilities, with additional sensor types. Thanks to its high level of integration, this sensor requires a low number of...	5.85
1037	HMI	Capacitive	MIKROE-3202	SwipeSwitch Click	https://www.mikroe.com/swipeswitch-click	SwipeSwitch click is capacitive touch, gesture, and proximity sensing Click board™, which is equipped with the IQS266, an integrated trackpad controller circuit which features ProxSense® and IQ Switch® technologies. This IC consists of a 2x3-channel capacitive trackpad controller, and a single self-capacitive proximity sensor, which can be used to wake up...	15.00
1038	HMI	Capacitive	MIKROE-3203	Cap Wheel Click	https://www.mikroe.com/cap-wheel-click	CAP Wheel Click is a capacitive touch sensor with round shaped electrodes integrated on a Click board™. This click can sense touch even through plastic, wood, or other dielectric materials, which can be used to protect the surface of the PCB and the sensor pad trace itself. Therefore, this Click board™ comes with overlay, made of plexiglass. Unlike the...	9.75
1039	HMI	Capacitive	MIKROE-3204	Cap Slider 2 Click	https://www.mikroe.com/cap-slider-2-click	CAP Slider 2 Click is a capacitive touch sensor with XY cross shaped electrodes integrated on a Click board™. This click can sense touch even through plastic, wood, or other dielectric materials, which can be used to protect the surface of the PCB and the sensor pad trace itself. Therefore, this Click board™ comes with overlay, made of plexiglass. Unlike...	15.00
1040	HMI	Capacitive	MIKROE-2920	ProxFusion Click	https://www.mikroe.com/proxfusion-click	ProxFusion click is a multifunctional capacitive and Hall-effect sensor device. This click can detect touch by using two onboard sensor pads, and it can sense a rotation angle of a magnetic field, parallel with the surface of the click board™. The intelligent onboard IC calculates all the parameters and streams the current angle value to the I2C bus...	5.85
1041	HMI	Capacitive	MIKROE-3677	Cap Wheel 2 Click	https://www.mikroe.com/cap-wheel-2-click	CAP Wheel 2 Click is a capacitive touch sensor with round-shaped electrodes integrated on a Click board™. This click can sense touch even through plastic, wood, or other dielectric materials, which can be used to protect the surface of the PCB and the sensor pad trace itself. Therefore, this Click board™ comes with overlay, made of plexiglass. Unlike the...	15.00
1042	HMI	Capacitive	MIKROE-3740	Button Power Click	https://www.mikroe.com/button-power-click	Button Power Click is a very interesting interactive gadget on a Click board™. It is an integrated capacitive touch sensor display in the form of a button. By utilizing an advanced capacitive touch sensing technology, the CTHS15CIC05ONOFF sensor can successfully replace the traditional mechanical button, allowing very simplified yet reliable user...	19.00
1043	HMI	Capacitive	MIKROE-3763	Button Alarm Click	https://www.mikroe.com/button-alarm-click	Button ALARM Click is a very interesting interactive gadget on a Click board™. It is an integrated capacitive touch sensor display in the form of a button. By utilizing an advanced capacitive touch sensing technology, the CTHS15CIC05ALARM sensor can successfully replace the traditional mechanical button, allowing very simplified yet reliable user...	21.00
1044	HMI	Capacitive	MIKROE-3771	Power/Reset Click	https://www.mikroe.com/power-reset-click	Power/Reset Click is equipped with two capacitive touch pads on a single click board™. It can be activated by touch, and unlike the mechanical button, the capacitive touch button lasts much longer, it is not prone to damage and wear over time and it is very reliable. Capacitive buttons are a very popular method of powering up or resetting various devices....	7.00
1045	HMI	Capacitive	MIKROE-3786	Cap Touch 5 Click	https://www.mikroe.com/cap-touch-5-click	Cap Touch 5 Click is a capacitive touch sensing Click board™ which features the CY8CMBR3106S-LQXI CapSense® Express™ controller which enables advanced, yet easy-to-implement, capacitive touch sensing user interface solutions. It supports up to 16 capacitive sensing inputs, eliminates time-consuming firmware development. This controller is ideal for...	15.00
1046	HMI	Capacitive	MIKROE-4382	Touchpad 3 Click	https://www.mikroe.com/touchpad-3-click	Touchpad 3 Click is a compact add-on board that allows users to easily integrate projected capacitive touch into their applications. This board features the MTCH6301, a turnkey capacitive touch controller that makes it easy for users to use popular multitouch and gesture interfaces from Microchip. This controller’s sophisticated combination of Self and...	11.00
1047	HMI	Capacitive	MIKROE-4469	ProxFusion 3 Click	https://www.mikroe.com/proxfusion-3-click	ProxFusion 3 Click is a compact add-on board that represents a multifunctional touch sensing Click board™. This board features the IQS2692A, an 8-channel ProxFusion® capacitive touch and proximity controller with additional sensing such as Hall- and inductive sensing from Azoteq. This IQS2692A can detect touch by using eight onboard sensor pads allowing...	12.00
1048	HMI	Capacitive	MIKROE-4594	Touchpad 2 Click	https://www.mikroe.com/touchpad-2-click	Touchpad 2 Click is a compact add-on board that easily integrates projected capacitive touch into their applications. This board features the IQS525, a projected capacitive touch and proximity trackpad/touchscreen controller from Azoteq. It features best in class sensitivity, signal-to-noise ratio, and automatic tuning of electrodes, in addition to the...	9.00
1049	HMI	Capacitive	MIKROE-4752	Touchpad 4 Click	https://www.mikroe.com/touchpad-4-click	Touchpad 4 Click is a compact add-on board that easily integrates projected capacitive touch into user's applications. This board features the IQS7211A, a tiny capacitive touch controller from Azoteq. A low-power dedicated wake-up touch controller launches a complete touchscreen sensing solution with a 25.4 x 29mm trackpad dimension, best-in-class...	11.00
1050	HMI	Capacitive	MIKROE-4982	CapSense 2 Click	https://www.mikroe.com/capsense-2-click	CapSense 2 Click is a compact add-on board that easily integrates projected capacitive touch into user's applications. This board features the CAP1114, a multi-channel capacitive touch sensor that takes human body capacitance as an input and directly provides the real-time sensor information via the I2C serial interface from Microchip. This board contains...	12.00
1051	HMI	Pushbutton/Switches	MIKROE-1506	Joystick Click	https://www.mikroe.com/joystick-click	Joystick click is a smart navigation key concept based on contactless, magnetic movement detection. It features AS5013 Hall IC as well as N50P105 miniature magnetic joystick module.	14.30
1052	HMI	Pushbutton/Switches	MIKROE-1627	THUMBSTICK Click	https://www.mikroe.com/thumbstick-click	Thumbstick click is a high precision input device. It features a dual axis, spring return, pushbutton enabled joystick (similar to the ones used on joypads on popular gaming consoles), and a MCP3204 12-bit A/D converter.	20.00
1053	HMI	Pushbutton/Switches	MIKROE-1889	4x4 Key Click	https://www.mikroe.com/4x4-key-click	4x4 Key click carries a 16 button keypad. The design of the board — inputs are read by a pair of connected 8-bit parallel-in serial-out shift registers — allows for multiple key presses at the same time.	11.00
1054	HMI	Pushbutton/Switches	MIKROE-1901	Button R Click	https://www.mikroe.com/button-r-click	Button R Click is the simplest solution for adding a single pushbutton to your design. The button itself is transparent, 6.8mm in diameter and has a red LED backlight.	9.90
1055	HMI	Pushbutton/Switches	MIKROE-2040	Button G Click	https://www.mikroe.com/button-g-click	Button G click is the simplest solution for adding a single pushbutton to your design. The button itself is transparent, 6.8mm in diameter and has a green LED backlight.	9.90
1056	HMI	Pushbutton/Switches	MIKROE-2366	Thumbwheel Click	https://www.mikroe.com/thumbwheel-click	Thumbwheel click is a mikroBUS add-on board with a 10-position rotary sprocket connected to a 1-Wire 8-Channel Addressable Switch.	29.00
1057	HMI	Pushbutton/Switches	MIKROE-2152	2x2 Key Click	https://www.mikroe.com/2x2-key-click	2x2 Key click has a 4 button keypad.The click allows multiple key presses and has a debounce circuit composed of 74HC32 quad 2-input OR gate from NXP and the SN74HC14 Hex Schmitt-Trigger Inverter from Texas Instruments. 2x2 Key click is designed to use either 3.3V or 5V power supply. The buttons can be independently read.	9.00
1058	HMI	Pushbutton/Switches	MIKROE-2564	Keylock Click	https://www.mikroe.com/keylock-click	Keylock click carries a processed sealed key lock mechanism that can be set in three different positions. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over the PWM, INT, and AN pin on the mikroBUS™ line.The click board™ comes with two keys and a protective cap for the mechanism.	35.00
1059	HMI	Pushbutton/Switches	MIKROE-2552	Tamper 2 Click	https://www.mikroe.com/tamper-2-click	Tamper 2 click contains a levered D2HW-A221D switch by Omron, which outputs signal in both positions - pressed and released. Omron switches, also known as microswitches, are well renowned for their reliability and endurance. The PCB of this click is designed so that the lever of the microswitch is easily accessible, making the click useful for all kinds...	13.00
1060	HMI	Pushbutton/Switches	MIKROE-2551	Tamper Click	https://www.mikroe.com/tamper-click	Tamper click is equipped with SDS001, a low profile side-actuated detect switch, made by C&K company. This is a high-quality, low-current detection switch, which is designed in a form of a push button. The switch itself is very small - only 2mm of switch overtravel length, which coupled with its low actuation force, makes it ideal for using it as a...	9.00
1061	HMI	Pushbutton/Switches	MIKROE-3262	Button Y Click	https://www.mikroe.com/button-y-click	Button Y click is a Click board™ equipped with the tactile switch, sometimes referred to as a pushbutton. A pushbutton is a component that is used very often in various designs, allowing the user to interact with the application. Although it sounds simple, a button needs to comply with a range of application requirements. It needs to have a very good...	9.90
1062	HMI	Pushbutton/Switches	MIKROE-3409	Analog Key Click	https://www.mikroe.com/analog-key-click	Analog Key Click is an analog keyboard on a Click board™. It contains six tactile pushbuttons, used to select one of six different voltage levels. The idea behind this click is very simple: six resistors form a voltage divider. The resistors are connected in series between the VCC and the GND. Each button selects one of the six middle taps, allowing six...	14.00
1063	HMI	Pushbutton/Switches	MIKROE-3471	Keylock 2 Click	https://www.mikroe.com/keylock-2-click	Keylock 2 Click carries antistatic process sealed keylock mechanism that has three positions. This board is intended to be used for implementation into applications which require mechanical lock mechanism, as well as for testing the same concepts in early development stage. To determine the position of the key three GPIO pins are used on the mikroBUS™...	28.00
1064	HMI	Pushbutton/Switches	MIKROE-3711	Joystick 2 Click	https://www.mikroe.com/joystick-2-click	Joystick 2 Click is a smart navigation key concept based on SKRHABE010 by Alps, a 4-direction joystick switch with Center-push Function. Alps switches, also known as microswitches, are well renowned for their reliability and endurance. Joystick switches of this kind are widely used in many different applications. Joystick 2 click can be used in numerous...	15.00
1065	HMI	Potentiometers	MIKROE-2702	Slider Click	https://www.mikroe.com/slider-click	Slider click features a mechanical slide action potentiometer - a slider, which gives a nice feeling when actuating, along with 16 SMD LEDs, that can be used for any kind of visual feedback. The onboard high-resolution 22-bit ADC can detect even the smallest move, faithfully capturing the smoothness of the slider movement, while digitizing its position....	24.00
1066	HMI	Potentiometers	MIKROE-3301	Slider 2 Click	https://www.mikroe.com/slider-2-click	The Slider 2 click is a very accurate potentiometer Click Board, featuring a high-quality mechanical slide-action potentiometer (slider), which in conjunction with the accurate voltage reference IC, provides very precise analog control voltage (CV) at its output. Featuring an accurate voltage reference IC, the output of the Click board™ can be directly...	20.00
1067	HMI	Potentiometers	MIKROE-3325	POT 2 Click	https://www.mikroe.com/pot-2-click	POT 2 click is a Click board™ with the accurate selectable reference voltage output. By utilizing a multi-turn precision potentiometer, this Click board™ can provide very accurate voltage output on the AN pin of the mikroBUS™. POT 2 click is also equipped with the SMD jumper, which allows the maximum reference voltage to be selected between two typically...	12.00
1068	HMI	Potentiometers	MIKROE-3402	POT Click	https://www.mikroe.com/pot-click	POT Click is a Click board™ with the accurate selectable reference voltage output. By employing a high-quality 10mm carbon potentiometer, this Click board™ can provide very accurate voltage output. POT click is also equipped with the SMD jumper, which allows the maximum reference voltage to be selected between two typically used values: 2.048V or 3.3V....	12.00
1069	HMI	Potentiometers	MIKROE-3691	POT 3 Click	https://www.mikroe.com/pot-3-click	POT 3 Click is a Click board™ with the accurate selectable reference voltage output. By employing a high-quality 11mm, metal shaft potentiometer, this Click board™ can provide very accurate voltage output. The onboard high-resolution 12-bit ADC can detect even the smallest move, faithfully capturing the smoothness of the slider movement, while digitizing...	25.00
1070	HMI	Rotary encoder	MIKROE-1822	ROTARY G Click	https://www.mikroe.com/rotary-g-click	Rotary click carries a 15-pulse incremental rotary encoder with detents, surrounded by a ring of 16 green LEDs. It’s a perfect solution for adding a precision input knob to your design.	12.00
1071	HMI	Rotary encoder	MIKROE-1824	ROTARY B Click	https://www.mikroe.com/rotary-b-click	Rotary B click carries a 15-pulse incremental rotary encoder with detents, surrounded by a ring of 16 blue LEDs. It’s a perfect solution for adding a precision input knob to your design	12.00
1072	HMI	Rotary encoder	MIKROE-1823	ROTARY R Click	https://www.mikroe.com/rotary-r-click	Rotary click carries a 15-pulse incremental rotary encoder with detents, surrounded by a ring of 16 red LEDs. It’s a perfect solution for adding a precision input knob to your design.	12.00
1073	HMI	Rotary encoder	MIKROE-1825	ROTARY Y Click	https://www.mikroe.com/rotary-y-click	Rotary click carries a 15-pulse incremental rotary encoder with detents, surrounded by a ring of 16 yellow LEDs. It’s a perfect solution for adding a precision input knob to your design.	12.00
1074	HMI	Rotary encoder	MIKROE-1917	Counter Click	https://www.mikroe.com/counter-click	Counter click carries an LS7366R 32-bit quadrature counter. The top of the board has a pinout for interfacing with incremental encoders.	25.00
1075	HMI	Rotary encoder	MIKROE-2380	ROTARY O Click	https://www.mikroe.com/rotary-o-click	Rotary click carries a 15-pulse incremental rotary encoder with detents, surrounded by a ring of 16 orange LEDs. It’s a perfect solution for adding a precision input knob to your design.	12.00
1076	HMI	Rotary encoder	MIKROE-3299	Knob G Click	https://www.mikroe.com/knob-g-click	Knob G click features a combination of high-quality quadrature rotary encoder, and a LED ring composed of 24 individual green LEDs. Outputs of the rotary encoder are processed by a debouncing circuitry, which ensures reliable switching action, making the encoder directly usable in interrupt service routines (ISR) without the need for a bulky debouncing...	17.00
1077	HMI	Haptic	MIKROE-2826	Vibro Motor Click	https://www.mikroe.com/vibro-motor-click	Vibro Motor click features a compact size Eccentric Rotating Mass (ERM) motor, labeled as C1026B002F. This type of motor is often used for haptic feedback on many small handheld devices, such as the cellphones, pagers, RFID scanners and similar devices. This motor contains a small eccentric weight on its rotor, so while rotating it also produces vibration...	12.00
1078	HMI	Haptic	MIKROE-2025	HAPTIC Click	https://www.mikroe.com/haptic-click	Haptic click carries DRV2605, a Haptic Driver for ERM and LRA vibration motors (acronyms stand for Eccentric Rotating Mass and Linear Resonant Actuator, respectively).	23.00
1079	HMI	Haptic	MIKROE-3713	Vibro Motor 2 Click	https://www.mikroe.com/vibro-motor-2-click	Vibro Motor 2 Click is a compact add-on board that makes an ideal solution for adding simple haptic feedback in any design. This board features the VZ43FC1B5640007L, a compact Eccentric Rotating Mass (ERM) motor that generates vibration/haptic feedback from Vybronics, alongside a DMG3420U N-channel MOSFET to drive the ERM motor, since the MCU itself...	12.00
1080	HMI	Haptic	MIKROE-4356	Vibro Motor 3 Click	https://www.mikroe.com/vibro-motor-3-click	Vibro Motor 3 Click is a compact add-on board that makes an ideal solution for adding simple haptic feedback in any design. This board features the G0832022D, a coin-sized linear resonant actuator (LRA) that generates vibration/haptic feedback in the Z plane, perpendicular to the motor's surface from Jinlong Machinery & Electronics, Inc. Driven by a...	15.00
1081	HMI	Haptic	MIKROE-4452	HAPTIC 2 Click	https://www.mikroe.com/haptic-2-click	HAPTIC 2 Click is a compact add-on board that contains a linear vibration driver. This board features the LC898302AXA, a motor driver dedicated to LRA and ERM applications from ON Semiconductor. Controlled by only one pin, it allows crisp vibration thanks to automatic braking and over-driving feature and ignores the deviation of resonance frequency thanks...	7.00
1082	HMI	Haptic	MIKROE-4825	Vibro Motor 4 Click	https://www.mikroe.com/vibro-motor-4-click	Vibro Motor 4 Click is a compact add-on board that makes an ideal solution for adding simple haptic feedback in any design. This board features the G1040003D, a coin-sized linear resonant actuator (LRA) that generates vibration/haptic feedback from Jinlong Machinery & Electronics, Inc. Driven by a flexible Haptic/Vibra driver, the DRV2605, G1040003D...	15.00
1083	HMI	Haptic	MIKROE-5087	Haptic 3 Click	https://www.mikroe.com/haptic-3-click	Haptic 3 Click is a compact add-on board that uses advanced vibration patterns and waveforms to convey information to a user. This board features the DA7282, a linear resonant actuator (LRA), and an eccentric rotating mass (ERM) haptic driver from Dialog Semiconductor. The DA7282 features LRA or ERM drive capability with automatic closed-loop LRA resonant...	15.00
1084	HMI	Fingerprint	MIKROE-4119	Fingerprint 2 Click	https://www.mikroe.com/fingerprint-2-click	Fingerprint 2 Click is a new fingerprint scanner Click board simplified for everyone's use and it's very easy to implement! This add-on board consists of a high-speed Nuvoton processor which carries high-performance fingerprint algorithm developed for on-board A-172-MRQ fingerprint sensor from company ByNew Technology Inc. This board can be used as a...	45.00
1085	HMI	Fingerprint	MIKROE-4265	Fingerprint 3 Click	https://www.mikroe.com/fingerprint-3-click	Fingerprint 3 Click is an adapter Click board™, used to interface a compatible Fingerprint Sensor with Two-Color LED Ring with the host MCU. This Click board™ allows users to secure their projects with a biometric all-in-one fingerprint sensor that will make fingerprint detection and verification super simple. There is a wide range of applications, where...	6.00
1086	Clock & Timing	RTC	MIKROE-948	RTC 2 Click	https://www.mikroe.com/rtc-2-click	RTC2 Click is an accessory board in mikroBus™ form factor. It features the DS1307 serial real-time clock (RTC). It is a low-power, full binary-coded decimal (BCD) clock/calendar with programmable square-wave output signal.	21.00
1087	Clock & Timing	RTC	MIKROE-1839	RTC3 Click	https://www.mikroe.com/rtc-3-click	RTC 3 click carries BQ32000, a real time clock with an integrated trickle charge circuit for automatic switchover to a backup power supply (the circuit maintains the backup charge with an onboard super capacitor).	21.00
1088	Clock & Timing	RTC	MIKROE-1891	RTC 4 Click	https://www.mikroe.com/rtc-4-click	RTC4 click carries DS2417, a real time clock/calendar with a 1-Wire MicroLAN interface and a programmable interrupt for system output.	21.00
1089	Clock & Timing	RTC	MIKROE-1990	RTC5 Click	https://www.mikroe.com/rtc-5-click	RTC5 click carries MCP79510, a real-time clock/calendar with an SPI interface (mikroBUS MISO, MOSI, SCK and CS pins); along with a programmable interrupt for system output.	21.00
1090	Clock & Timing	RTC	MIKROE-2063	RTC 6 Click	https://www.mikroe.com/rtc6-click	RTC6 click carries Microchip’s MCP79410 Real-Time Clock/Calendar IC with built-in 64 bytes of battery-backed SRAM an additional 1 Kbit of EEPROM.	21.00
1091	Clock & Timing	RTC	MIKROE-2333	TIMER Click	https://www.mikroe.com/timer-click	Timer click is a mikroBUS add-on board with Analog’s DS1682 total elapsed time recorder. The main feature of the IC is its elapsed time counter (ETC) used in conjunction with the ALARM pin.	18.00
1092	Clock & Timing	RTC	MIKROE-3456	RTC 8 Click	https://www.mikroe.com/rtc-8-click	RTC 8 click is a real time clock module which has an extremely low power consumption, allowing it to be used with a single button cell battery, for an extended period of time. The RV-3028-C7 module built on the RTC 8 click is able to output the time in the standard format, as well as in the 32-bit UNIX format. Integrated, factory calibrated XTAL operating...	18.00
1093	Clock & Timing	RTC	MIKROE-2976	RTC 7 Click	https://www.mikroe.com/rtc-7-click	RTC 7 Click is a real time clock module which has an extremely low power consumption, allowing it to be used with a single button cell battery or a super capacitor, for an extended period of time. The MAX31341B IC built on the RTC 7 click is able to output the time in the binary coded decimal (BCD) format. Integrated, factory calibrated XTAL operating at...	17.00
1094	Clock & Timing	RTC	MIKROE-3770	RTC 10 Click	https://www.mikroe.com/rtc-10-click	RTC 10 Click is a real-time clock module which has an extremely low power consumption, allowing it to be used with a single button cell battery, for an extended period of time. It features the DS3231M, a low-cost, extremely accurate, I2C real-time clock (RTC) from Analog Devices. The device incorporates a battery input and maintains accurate timekeeping...	22.00
1095	Clock & Timing	RTC	MIKROE-4121	RTC 9 Click	https://www.mikroe.com/rtc-9-click	RTC 9 Click is a real-time clock module that has an extremely low power consumption, allowing it to be used with a single button cell battery, for an extended period of time. This board features the M41T82,  real-time clock (RTC) with battery switchover, from ST Microelectronics. It features factory-calibrated accuracy of ±5 ppm typically, automatic...	12.00
1096	Clock & Timing	RTC	MIKROE-4288	RTC 11 Click	https://www.mikroe.com/rtc-11-click	RTC 11 Click is a compact add-on board that contains a real-time clock IC designed to maximize battery life and reduce overall battery requirements in wearable applications. This board features the AB0815, an ultra-low-power coupled with a highly sophisticated feature set the real-time clock from Abracon LLC. The AB0815 includes on-chip oscillator to...	7.00
1097	Clock & Timing	RTC	MIKROE-4416	Watchdog Click	https://www.mikroe.com/watchdog-click	Watchdog Click is a compact add-on board that contains a simple countdown timer for a wide variety of applications. This board features the TPS3430, a standalone watchdog timer with a programmable watchdog window and programmable reset delay from Texas Instruments. The TPS3430 has the watchdog output reset delay set by factory-programmed default delay...	7.00
1098	Clock & Timing	RTC	MIKROE-4697	RTC 12 Click	https://www.mikroe.com/rtc-12-click	RTC 12 Click is a compact add-on board that measures the passage of time. This board features the DS1343, a low-current SPI-configurable real-time clock (RTC) from Analog Devices. This timekeeping device provides an extremely low standby current permitting longer life from a backup supply source. Its clock/calendar feature provides seconds, minutes,...	15.00
1099	Clock & Timing	RTC	MIKROE-4799	RTC 14 Click	https://www.mikroe.com/rtc-14-click	RTC 14 Click is a compact add-on board that measures the passage of time. This board features the ISL1221, a low-power RTC with battery-backed SRAM and event detection from Renesas. The ISL1221 tracks time with separate registers for hours, minutes, and seconds, operating in normal and battery mode. It also can timestamp an event by either issuing an...	13.00
1100	Clock & Timing	RTC	MIKROE-4794	RTC 13 Click	https://www.mikroe.com/rtc-13-click	RTC 13 Click is a compact add-on board that accurately keeps the time of a day. This board features the PCF2123, an SPI configurable real-time clock/calendar optimized for low power operations from NXP Semiconductors. The PCF2123 provides year, month, day, weekday, hours, minutes, and seconds based on a 32.768kHz quartz crystal. Data is transferred...	9.00
1101	Clock & Timing	RTC	MIKROE-5083	RTC 16 Click	https://www.mikroe.com/rtc-16-click	RTC 16 Click is a compact add-on board that accurately keeps the time of a day. This board features the BU9873, a CMOS real-time clock that has a built-in interrupt generation function from Rohm Semiconductors. The BU9873 provides year, month, day, weekday, hours, minutes, and seconds based on a 32.768kHz quartz crystal. This RTC is connected to the MCU...	7.00
1102	Clock & Timing	Clock generator	MIKROE-2032	PULSE Click	https://www.mikroe.com/pulse-click	PULSE click is a pulse generator with an adjustable frequency. It carries the NE555 precision timer capable of producing highly accurate time delays.	25.00
1103	Clock & Timing	Clock generator	MIKROE-2993	PLL click	https://www.mikroe.com/pll-click	PLL click is a frequency multiplier which uses the Phase-Locked Loop (PLL) techniques to provide a high-frequency clock output from a cheap, standard fundamental mode crystal oscillator. In addition to this, PLL click also offers a choice between nine different multiplication factors, programmed via states of the two input pins. The output range of the...	15.00
1104	Clock & Timing	Clock generator	MIKROE-3076	Clock Gen 2 Click	https://www.mikroe.com/clock-gen-2-click	Clock Gen 2 click is an accurate square wave generator that can generate a clock signal in the range from 260kHz to 66.6MHz. It generates a square wave in the frequency of 66.6MHz, which is then processed by the prescaler, which can be set in the range from 20 up to 28. This allows the full frequency range to be achieved on the output. The DS1087L, a 3.3V...	17.00
1105	Clock & Timing	Clock generator	MIKROE-3877	One Shot Click	https://www.mikroe.com/one-shot-click	One Shot Click is equipped with the monostable multivibrator (also known as a “one-shot” pulse generator) with a programmable pulse width of 1μs to 33.6 seconds. The used LTC6993-2 is part of the TimerBlox® family of versatile silicon timing devices, from Analog Devices. In addition to this, One Shot Click also offers configurability for either positive...	19.00
1106	Clock & Timing	Clock generator	MIKROE-4113	Clock Gen Click	https://www.mikroe.com/clock-gen-click	Clock Gen Click offers an ideal replacement for crystals, crystal oscillators, VCXOs, phase-locked loops (PLLs), and fanout buffers in cost-sensitive applications. This click features the Si5351A from Silicon Labs, an I2C configurable clock generator based on a PLL + high resolution MultiSynth fractional divider architecture which can generate any...	15.00
1107	Clock & Timing	Clock generator	MIKROE-4171	Clock Gen 3 Click	https://www.mikroe.com/clock-gen-3-click	Clock Gen 3 Click features a low power self-contained digital frequency source providing a precision frequency from 1kHz to 68MHz, set through a serial port. This Click board™, an I2C configurable clock generator, features the LTC6904 from Analog Devices and requires no external components other than a power supply bypass capacitor, and it operates over a...	17.00
1108	Clock & Timing	Clock generator	MIKROE-4300	Clock Gen 4 Click	https://www.mikroe.com/clock-gen-4-click	Clock Gen 4 Click is a compact add-on board that contains both a clock generator and a multiplier/jitter reduced clock frequency synthesizer. This board features the CS2200-CP, an analog PLL architecture comprised of a Delta-Sigma fractional-N frequency synthesizer from Cirrus Logic. This clocking device utilizes a programmable phase lock loop and allows...	17.00
1109	Clock & Timing	Clock generator	MIKROE-4413	Clock Gen 5 Click	https://www.mikroe.com/clock-gen-5-click	Clock Gen 5 Click is a compact add-on board that contains a digital programmable oscillator solution. This board features the LTC6903, a low-power self-contained digital frequency source providing a precision frequency from 1kHz to 68MHz set through a 3-wire SPI digital interface from Analog Devices. The LTC6903 features a proprietary feedback loop that...	15.00
1110	Clock & Timing	Clock generator	MIKROE-4770	TDC Click	https://www.mikroe.com/tdc-click	TDC Click is a compact add-on board that recognizes events and provides a digital representation of the time they occurred. This board features the TDC7200, a time-to-digital converter from Texas Instruments. The Time to Digital Converter (TDC) performs the function of a stopwatch and measures the elapsed time (time-of-flight or TOF) between a START pulse...	15.00
1111	Clock & Timing	Clock generator	MIKROE-3309	Waveform Click	https://www.mikroe.com/waveform-click	Waveform Click is a precise sine/triangle/square waveform generator, capable of reproducing frequencies up to 12MHz. It utilizes a Direct Digital Synthesis (DDS) IC made by Analog Devices, a company famed for its specialization in DSP development and engineering. The AD9833 waveform generator IC requires a very low count of additional components: besides...	47.00
1112	Clock & Timing	Clock generator	MIKROE-4346	Waveform 2 Click	https://www.mikroe.com/waveform-2-click	Waveform 2 Click is a compact add-on board that contains a direct digital synthesis device for waveform generator applications. This board features the AD9834, a 75 MHz low power DDS device capable of producing high-performance sine/triangle/square outputs from Analog Devices. It provides the capability for phase and frequency modulation and has an...	45.00
1113	Clock & Timing	Clock generator	MIKROE-4432	Waveform 3 Click	https://www.mikroe.com/waveform-3-click	Waveform 3 Click is a compact add-on board that represents a high-performance signal generator. This board features the AD9837, a low-power programmable waveform generator capable of producing sine, triangular, and square wave outputs from Analog Devices. This direct digital synthesizer creates arbitrary analog waveforms from a fixed-frequency reference...	25.00
1114	Clock & Timing	Clock generator	MIKROE-4908	Waveform 4 Click	https://www.mikroe.com/waveform-4-click	Waveform 4 Click is a compact add-on board that represents a high-performance signal generator. This board features the AD9106, a quad-channel, 12-bit, 180MSPS waveform generator, integrating on-chip static random access memory (SRAM) and direct digital synthesis (DDS) for complex waveform generation from Analog Devices. The DDS is up to a 180 MHz master...	109.00
1115	Power Management	Battery charger	MIKROE-2033	Charger Click	https://www.mikroe.com/charger-click	Charger click carries both a battery charger controller and a battery charge monitor, along with a battery connector. The smaller chip is MCP73831, a miniature single-cell Li-Ion and Li-Polymer charge management controller with a programmable charge current from 15 to 250 mA.	22.00
1116	Power Management	Battery charger	MIKROE-2575	MCP73213 click	https://www.mikroe.com/mcp73213-click	MCP73213 click carries the MCP73213 dual-cell Li-Ion/Li-Polymer battery charge management controller with input overvoltage protection from Microchip.The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over SPI.	18.00
